,title,directors,actors,genres
7158,Kaabil,['Sanjay Gupta'],"['Hrithik Roshan', ' Yami Gautam', ' Ronit Roy', ' Rohit Roy', ' Narendra Jha', ' Girish Kulkarni', ' Sahidur Rahaman', ' Suresh Menon']","['Dramas', ' International Movies']"
7159,Kaakan,['Kranti Redkar'],"['Jitendra Joshi', ' Urmila Kanitkar', ' Ashutosh Gaikwad', ' Ashok Shinde', ' Madhavi Juvekar']","['Dramas', ' International Movies', ' Romantic Movies']"
7160,Kaalia,['Tinnu Anand'],"['Amitabh Bachchan', ' Asha Parekh', ' Parveen Babi', ' Amjad Khan', ' Pran', ' K.N. Singh', ' Sajjan', ' Murad', ' Kader Khan', ' Jagdeep']","['Action & Adventure', ' Dramas', ' International Movies']"
7161,Kaaliyan,['Jijo Pancode'],"['Tini Tom', ' Meghanathan', ' Balachandran Chullikadu', ' Shivaji Guruvayoor', ' Kottayam Purushan', ' Nithin George', ' Grace Antony', ' Shalu']","['Dramas', ' International Movies']"
7162,Kabali (Hindi Version),['Pa. Ranjith'],"['Rajnikanth', ' Winston Chao', ' Radhika Apte', ' Nassar', ' Dhansika', ' Kalaiyarasan', ' Dinesh', ' John Vijay', ' Kishore Kumar G.', ' Riythvika']","['Action & Adventure', ' Dramas', ' International Movies']"
7163,Kacche Dhaagey,['Buta Singh'],"['Yograj Singh', ' Nitu Pandher', ' Deep Mandian', ' Shreya Chawla', ' Jagpal Singh Chahal', ' Jyoti Sharma', ' Janak Joshi', ' Karan Vinayak']","['Dramas', ' International Movies', ' Romantic Movies']"
7164,Kahlil Gibran's The Prophet,"['Roger Allers', ' Gaëtan Brizzi', ' Paul Brizzi', ' Joan C. Gratz', ' Mohammed Saeed Harib', ' Tomm Moore', ' Nina Paley', ' Bill Plympton', ' Joann Sfar', ' Michael Socha']","['Liam Neeson', ' Salma Hayek', ' John Krasinski', ' Frank Langella', ' Alfred Molina', ' John Rhys-Davies', ' Quvenzhané Wallis']","['Children & Family Movies', ' Dramas']"
7165,Kajraare,['Pooja Bhatt'],"['Himesh Reshammiya', ' Sara Loren', ' Amrita Singh', ' Gulshan Grover', ' Javed Sheikh', ' Adnan Shah', ' Natasha Sinha', ' Gaurav Chanana', ' Anupam Shyam']","['Dramas', ' International Movies', ' Music & Musicals']"
7166,Kaleidoscope,['Rupert Jones'],"['Toby Jones', ' Anne Reid', ' Sinead Matthews', ' Cecilia Noble', ' Karl Johnson', ' Frederick Schmidt', ' Deborah Findlay', ' Manjinder Virk']",['Thrillers']
7167,Kalki,['Dhilip Kumar'],"['Kishore Kumar G.', ' Yasmin Ponnappa', ' Mithraboomi Saravanan']","['Dramas', ' Independent Movies', ' International Movies']"
7168,Kanika,,"['Sharad Ponkshe', ' Smita Shewale']","['Horror Movies', ' International Movies', ' Thrillers']"
7169,Karzzzz,['Satish Kaushik'],"['Himesh Reshammiya', ' Urmila Matondkar', ' Shweta Kumar', ' Dino Morea', ' Raj Babbar', ' Danny Denzongpa', ' Gulshan Grover', ' Rohini Hattangadi', ' Asrani', ' Smita Bansal']","['International Movies', ' Music & Musicals', ' Romantic Movies']"
7170,Kate & Leopold,['James Mangold'],"['Meg Ryan', ' Hugh Jackman', ' Liev Schreiber', ' Breckin Meyer', ' Natasha Lyonne', ' Bradley Whitford', ' Paxton Whitehead', ' Spalding Gray', ' Josh Stamberg', ' Matthew Sussman']","['Comedies', ' Romantic Movies']"
7171,Katha,['Sai Paranjape'],"['Farooq Shaikh', ' Naseeruddin Shah', ' Deepti Naval', ' Veeni Paranjape Joglekar', ' Mallika Sarabhai', ' Arun Joglekar']","['Comedies', ' Dramas', ' Independent Movies']"
7172,Katt Williams: Live,['Alphonso J. Wesson'],['Katt Williams'],['Stand-Up Comedy']
7173,Kaviyude Osyath,['Vineeth Anil'],"['Prakash Bare', ' Arun Kumar', ' Kulappulli Leela', ' Sangeetha Mohan', ' Kochu Preman']","['Dramas', ' International Movies']"
7174,Kay Dyache Bola,['Chandrakant Kulkarni'],"['Makarand Anaspure', ' Akshay Pendse', ' Umesh Kamat', ' Sharvari Jamenis', ' Sachin Khedekar', ' Arun Nalawade', ' Mohan Agashe', ' Nirmiti Sawant', ' Sanjay Mone', ' Amita Khopkar', ' Pushkar Shrotri', ' Ganesh Yadav']","['Comedies', ' Dramas', ' International Movies']"
7178,Kevin Hart: Laugh at My Pain,"['Leslie Small', ' Tim Story']",['Kevin Hart'],['Stand-Up Comedy']
7179,Kevin Hart: Let Me Explain,"['Leslie Small', ' Tim Story']",['Kevin Hart'],['Stand-Up Comedy']
7180,Kevin Hart: Seriously Funny,['Shannon Hartman'],['Kevin Hart'],['Stand-Up Comedy']
7181,Kevyn Aucoin: Beauty & the Beast in Me,['Lori Kaye'],"['Kevyn Aucoin', ' Cindy Crawford', ' Naomi Campbell', ' Gwyneth Paltrow', ' Andie MacDowell', ' Paulina Porizkova', ' Amber Valletta']","['Documentaries', ' LGBTQ Movies']"
7183,Khalnayak,['Subhash Ghai'],"['Sanjay Dutt', ' Madhuri Dixit', ' Jackie Shroff', ' Anupam Kher', ' Rakhee Gulzar', ' Pramod Moutho', ' Ramya Krishnan', ' Sushmita Mukherjee', ' Neena Gupta', ' A.K. Hangal']","['Action & Adventure', ' Dramas', ' International Movies']"
7186,Khosla Ka Ghosla,['Dibakar Banerjee'],"['Anupam Kher', ' Boman Irani', ' Parvin Dabas', ' Tara Sharma', ' Navin Nischol', ' Kiran Juneja', ' Ranvir Shorey', ' Vinod Nagpal', ' Vinay Pathak', ' Nitish Pandey']","['Comedies', ' Dramas', ' International Movies']"
7188,Khubsoorat,['Hrishikesh Mukherjee'],"['Ashok Kumar', ' Rekha', ' Rakesh Roshan', ' Shashikala', ' Aradhana', ' Dina Pathak', ' David Abraham', ' S.N. Banerjee', ' Keshto Mukherjee']","['Classic Movies', ' Comedies', ' Dramas']"
7189,Khushi,"['Surya S.J.', ' Sunil Kumar Agrawal']","['Fardeen Khan', ' Kareena Kapoor', ' Amrish Puri', ' Navin Nischol', ' Beena', ' Anup Soni', ' Johnny Lever', ' Sharat Saxena', ' Amitabh Bachchan', ' Sakshi Shivanand']","['Comedies', ' International Movies', ' Music & Musicals']"
7190,Kia and Cosmos,['Sudipto Roy'],"['Ritwika Pal', ' Swastika Mukherjee', ' Joy Sengupta']","['Dramas', ' Independent Movies', ' International Movies']"
7191,Kickboxer: Retaliation,['Dimitri Logothetis'],"['Alain Moussi', ' Jean-Claude Van Damme', ' Mike Tyson', ' Christopher Lambert', ' Sara Malakul Lane', ' Hafþór Júlíus Björnsson', ' Sam Medina', ' Steven Swadling']",['Action & Adventure']
7192,Kickboxer: Vengeance,['John Stockwell'],"['Alain Moussi', ' Jean-Claude Van Damme', ' Dave Bautista', ' Gina Carano', ' Georges St-Pierre', ' Sara Malakul Lane', ' Matthew Ziff', ' T.J. Storm', ' Fabricio Werdum', ' Cain Velasquez']",['Action & Adventure']
7193,Kicking and Screaming,['Noah Baumbach'],"['Josh Hamilton', "" Olivia d'Abo"", ' Carlos Jacott', ' Chris Eigeman', ' Eric Stoltz', ' Jason Wiles', ' Parker Posey', ' Cara Buono', ' Elliott Gould', ' Samuel Gould']","['Comedies', ' Independent Movies', ' Romantic Movies']"
7194,Kid Kulafu,['Paul Soriano'],"['Robert Villar', ' Alessandra de Rossi', ' Cesar Montano', ' Alex Medina', ' Jake Macapagal', ' Khalil Ramos', ' Jomari Angeles', ' Kokoy DeSantos']","['Dramas', ' International Movies', ' Sports Movies']"
7195,Kidnapping Mr. Heineken,['Daniel Alfredson'],"['Jim Sturgess', ' Sam Worthington', ' Ryan Kwanten', ' Anthony Hopkins', ' Mark van Eeuwen', ' Thomas Cocquerel', ' Jemima West', ' David Dencik']","['Action & Adventure', ' Dramas', ' International Movies']"
7197,Kill Bill: Vol. 1,['Quentin Tarantino'],"['Uma Thurman', ' Lucy Liu', ' Vivica A. Fox', ' Daryl Hannah', ' David Carradine', ' Michael Madsen', ' Julie Dreyfus', ' Chiaki Kuriyama', ' Sonny Chiba', ' Gordon Liu']",['Action & Adventure']
7198,Kill Bill: Vol. 2,['Quentin Tarantino'],"['Uma Thurman', ' David Carradine', ' Michael Madsen', ' Daryl Hannah', ' Gordon Liu', ' Michael Parks', ' Perla Haney-Jardine', ' Helen Kim', ' Claire Smithies', ' Clark Middleton']",['Action & Adventure']
7199,Kill Command,['Steven Gomez'],"['Vanessa Kirby', ' David Ajala', ' Mike Noble', ' Bentley Kalu', ' Tom McKay', ' Kelly Gough', ' Osi Okerafor', ' Damian Kell', ' Tim Ahern', ' Deborah Rosan', ' Thure Lindhardt']","['Action & Adventure', ' Independent Movies', ' Sci-Fi & Fantasy']"
7200,Kill Hitler! The Luck of the Devil,['Frédéric Tonolli'],['Jean-Baptiste Marcenac'],"['Documentaries', ' International Movies']"
7201,Kill Ratio,['Paul Tanter'],"['Tom Hopper', ' Amy Huberman', ' Lacy Moore', ' Brian McGuinness', ' Luke Pierucci', ' Nick Dunning']",['Action & Adventure']
7202,Kill the Irishman,['Jonathan Hensleigh'],"['Ray Stevenson', "" Vincent D'Onofrio"", ' Val Kilmer', ' Christopher Walken', ' Linda Cardellini', ' Fionnula Flanagan', ' Jason Butler Harner', ' Vinnie Jones', ' Paul Sorvino', ' Marcus Thomas', ' Tony Darrow']","['Action & Adventure', ' Dramas', ' Independent Movies']"
7203,Killer Klowns from Outer Space,['Stephen Chiodo'],"['Grant Cramer', ' Suzanne Snyder', ' John Allen Nelson', ' John Vernon', ' Michael S. Siegel', ' Peter Licassi', ' Royal Dano', ' Christopher Titus', ' Irene Michaels', ' Karla Sue Krull']","['Comedies', ' Cult Movies', ' Horror Movies']"
7204,Killers,['Robert Luketic'],"['Katherine Heigl', ' Ashton Kutcher', ' Tom Selleck', "" Catherine O'Hara"", ' Katheryn Winnick', ' Kevin Sussman', ' Lisa Ann Walter', ' Casey Wilson', ' Rob Riggle', ' Martin Mull', ' Alex Borstein']","['Action & Adventure', ' Comedies', ' Romantic Movies']"
7205,Kills on Wheels,['Attila Till'],"['Szabolcs Thuróczy', ' Zoltán Fenyvesi', ' Adám Fekete', ' Dusan Vitanovic', ' Mónika Balsai', ' Lidia Danis', ' Zoltán Mucsi']","['Action & Adventure', ' Dramas', ' International Movies']"
7206,Kilo Two Bravo,['Paul Katis'],"['David Elliot', ' Mark Stanley', ' Scott Kyle', "" Benjamin O'Mahony"", ' Bryan Parry', ' Liam Ainsworth', ' Andy Gibbins', ' John Doughty', ' Paul Luebke', ' Thomas Davison', ' Grant Kilburn', ' Robert Mitchell', ' Jon-Paul Bell', ' Malachi Kirby', ' Ali Cook']","['Dramas', ' Independent Movies', ' Thrillers']"
7207,King Jack,['Felix Thompson'],"['Charlie Plummer', ' Cory Nichols', ' Christian Madsen', ' Danny Flaherty', ' Erin Davie', ' Chloe Levine']","['Dramas', ' Independent Movies']"
7208,King's Ransom,['Jeffrey W. Byrd'],"['Anthony Anderson', ' Jay Mohr', ' Kellita Smith', ' Nicole Ari Parker', ' Regina Hall', ' Loretta Devine', ' Donald Faison', ' Leila Arcieri', ' Charlie Murphy', "" Brooke D'Orsay""]","['Action & Adventure', ' Comedies']"
7210,Kingpin,"['Peter Farrelly', ' Bobby Farrelly']","['Woody Harrelson', ' Randy Quaid', ' Vanessa Angel', ' Bill Murray', ' Chris Elliott', ' William Jordan', ' Richard Tyson', ' Lin Shaye']","['Comedies', ' Cult Movies', ' Sports Movies']"
7211,Kings,['Deniz Gamze Ergüven'],"['Halle Berry', ' Daniel Craig', ' Lamar Johnson', ' Kaalan Walker', ' Rachel Hilson', ' Issac Ryan Brown', ' Callan Farris', ' Serenity Reign Brown', ' Reece Cody', ' Aiden Akpan']",['Dramas']
7212,Kis Kisko Pyaar Karoon,"['Abbas Alibhai Burmawalla', ' Mastan Alibhai Burmawalla']","['Kapil Sharma', ' Arbaaz Khan', ' Varun Sharma', ' Sharat Saxena', ' Supriya Pathak', ' Manoj Joshi', ' Manjari Fadnis', ' Simran Kaur Mundi', ' Elli Avram', ' Jamie Lever']","['Comedies', ' International Movies']"
7213,Kiss the Girls,['Gary Fleder'],"['Morgan Freeman', ' Ashley Judd', ' Cary Elwes', ' Alex McArthur', ' Tony Goldwyn', ' Jay O. Sanders', ' Bill Nunn', ' Brian Cox']",['Thrillers']
7216,KL Zombi,['Woo Ming Jin'],"['Zizan Razak', ' Siti Saleha', ' Zain Hamid', ' Izara Aishah', ' Fadzli Daniel Ali', ' Usop Wilcha']","['Comedies', ' Horror Movies', ' International Movies']"
7218,Knock Knock,['Eli Roth'],"['Keanu Reeves', ' Lorenza Izzo', ' Ana de Armas', ' Aaron Burns', ' Ignacia Allamand', ' Dan Baily', ' Megan Baily', ' Colleen Camp', ' Antonio Quercia']","['Horror Movies', ' Thrillers']"
7219,Know Your Enemy - Japan,"['Frank Capra', ' Joris Ivens']","['Walter Huston', ' Dana Andrews']","['Classic Movies', ' Documentaries']"
7220,Knowing,['Alex Proyas'],"['Nicolas Cage', ' Chandler Canterbury', ' Rose Byrne', ' Lara Robinson', ' D.G. Maloney', ' Nadia Townsend', ' Alan Hopgood', ' Adrienne Pickering']","['Sci-Fi & Fantasy', ' Thrillers']"
7221,Koko: The Gorilla Who Talks,['Jonathan Taylor'],['Demetri Goritsas'],['Documentaries']
7223,Kon-Tiki,"['Joachim Rønning', ' Espen Sandberg']","['Pål Sverre Hagen', ' Anders Baasmo Christiansen', ' Tobias Santelmann', ' Gustaf Skarsgård', ' Odd Magnus Williamson', ' Jakob Oftebro', ' Agnes Kittelsen', ' Peter Wight', ' Amund Hellum Noraker', ' Eilif Hellum Noraker']","['Action & Adventure', ' Dramas', ' International Movies']"
7224,Koshish,['Gulzar'],"['Sanjeev Kumar', ' Jaya Bhaduri', ' Asrani', ' Seema', ' Om Shivpuri', ' Dina Pathak']","['International Movies', ' Romantic Movies']"
7225,Kraftidioten,['Hans Petter Moland'],"['Stellan Skarsgård', ' Pål Sverre Hagen', ' Bruno Ganz', ' Hildegun Riise', ' Peter Andersson', ' Birgitte Hjort Sørensen', ' Jakob Oftebro', ' Anders Baasmo Christiansen', ' Jon Øigarden', ' Gard B. Eidsvold', ' Kristofer Hivju', ' Birgitte Hjort Sorensen', ' Stellan Skarsgard']","['Comedies', ' International Movies', ' Thrillers']"
7226,Krish Trish and Baltiboy,,"['Damandeep Singh Baggan', ' Smita Malhotra', ' Baba Sehgal']",['Children & Family Movies']
7227,Krish Trish and Baltiboy: Battle of Wits,"['Munjal Shroff', ' Tilak Shetty']","['Damandeep Singh Baggan', ' Smita Malhotra', ' Baba Sehgal', ' Deepak Chachra']",['Children & Family Movies']
7228,Krish Trish and Baltiboy: Best Friends Forever,"['Munjal Shroff', ' Tilak Shetty']","['Damandeep Singh Baggan', ' Smita Malhotra', ' Deepak Chachra']",['Children & Family Movies']
7229,Krish Trish and Baltiboy: Comics of India,['Tilak Shetty'],"['Damandeep Singh Baggan', ' Smita Malhotra', ' Baba Sehgal']",['Children & Family Movies']
7230,Krish Trish and Baltiboy: Face Your Fears,['Tilak Shetty'],"['Tarun Ratnani', ' Smita Malhotra', ' Deepak Chachra']",['Children & Family Movies']
7231,Krish Trish and Baltiboy: Oversmartness Never Pays,['Tilak Shetty'],"['Rishi Gambhir', ' Smita Malhotra', ' Deepak Chachra']",['Children & Family Movies']
7232,Krish Trish and Baltiboy: Part II,,"['Damandeep Singh Baggan', ' Smita Malhotra', ' Baba Sehgal']",['Children & Family Movies']
7233,Krish Trish and Baltiboy: The Greatest Trick,"['Munjal Shroff', ' Tilak Shetty']","['Damandeep Singh Baggan', ' Smita Malhotra', ' Baba Sehgal']",['Children & Family Movies']
7234,Krisha,['Trey Edward Shults'],"['Krisha Fairchild', ' Alex Dobrenko', ' Robyn Fairchild', ' Chris Doubek', ' Victoria Fairchild', ' Bryan Casserly', ' Chase Joliet', ' Atheena Frizzell', ' Augustine Frizzell', ' Bill Wise', ' Olivia Grace Applegate', ' Trey Edward Shults']","['Dramas', ' Independent Movies']"
7236,Kristy,['Oliver Blackburn'],"['Haley Bennett', ' Ashley Greene', ' Erica Ash', ' Lucas Till', ' Chris Coy', ' Al Vicente', ' Wayne Pére', ' Jon Arthur', ' Mike Seal']",['Horror Movies']
7237,Krystal,['William H. Macy'],"['Rosario Dawson', ' Nick Robinson', ' Jacob Latimore', ' Grant Gustin', ' William H. Macy', ' Kathy Bates', ' Felicity Huffman', ' William Fichtner', ' T.I.', ' Rick Fox', ' Amy Parrish']","['Comedies', ' Dramas']"
7238,Kuldip Patwal: I Didn't Do It!,['Remy Kohli'],"['Deepak Dobriyal', ' Gulshan Devaiah', ' Raima Sen', ' Parvin Dabas', ' Anurag Arora', ' Jameel Khan', ' Priyanka Setia']","['Dramas', ' Independent Movies', ' International Movies']"
7239,Kung Fu Hustle,['Stephen Chow'],"['Stephen Chow', ' Yuen Wah', ' Yuen Qiu', ' Lam Chi-chung', ' Dong Zhihua', ' Chiu Chi-ling', ' Xing Yu', ' Danny Chan Kwok-kwan', ' Leung Siu-lung']","['Action & Adventure', ' Comedies', ' Cult Movies']"
7240,Kung Fu Magoo,['Andrés Couturier'],"['Dylan Sprouse', ' Cole Sprouse', ' Alyson Stoner', ' Tom Kenny', ' Chris Parnell', ' Rodger Bumpass', ' Maile Flanagan', ' Wally Wingert', ' Candi Milo', ' Jim Ward']","['Children & Family Movies', ' Comedies']"
7241,Kung Fu Panda: Holiday,['Tim Johnson'],"['Jack Black', ' Angelina Jolie', ' Dustin Hoffman', ' Jackie Chan', ' Seth Rogen', ' Lucy Liu', ' David Cross', ' James Hong', ' Dan Fogler']","['Children & Family Movies', ' Comedies']"
7242,Kung Fu Yoga,['Stanley Tong'],"['Jackie Chan', ' Disha Patani', ' Amyra Dastur', ' Sonu Sood', ' Aarif Rahman', ' Miya Muqi', ' Zhang Yixing', ' Eric Tsang']","['Action & Adventure', ' Comedies', ' International Movies']"
7243,Kuppivala,['Suresh Pillai'],"['Nandu', ' Kochu Preman', ' Jayakrishnan', ' Mohan Ayroor', ' M.R. Gopakumar', ' Shanawas', ' Adoor Ajayan', ' Dinesh Panicker']","['Dramas', ' International Movies', ' Romantic Movies']"
7244,Kurt & Courtney,['Nick Broomfield'],"['Kurt Cobain', ' Courtney Love']","['Documentaries', ' Music & Musicals']"
7246,Kurtulus Son Durak,['Yusuf Pirhasan'],"['Belçim Bilgin', ' Demet Akbağ', ' Asuman Dabak', ' Ayten Soykök', ' Damla Sönmez', ' Mete Horozoğlu', ' Ahmet Mümtaz Taylan', ' Yavuz Bingöl', ' Hüseyin Soysalan', ' Tolga Karaçelik', ' Nihal Yalçın']","['Comedies', ' Dramas', ' International Movies']"
7247,Kya Kehna,['Kundan Shah'],"['Preity Zinta', ' Saif Ali Khan', ' Anupam Kher', ' Farida Jalal', ' Chandrachur Singh']","['Dramas', ' International Movies', ' Romantic Movies']"
7248,Kygo: Live at the Hollywood Bowl,['Devin Chanda'],['Kygo'],['Music & Musicals']
7249,Kyun! Ho Gaya Na,['Samir Karnik'],"['Aishwarya Rai Bachchan', ' Vivek Oberoi', ' Amitabh Bachchan', ' Om Puri', ' Rati Agnihotri', ' Sunil Shetty', ' Tinnu Anand', ' Rahul Singh']","['International Movies', ' Romantic Movies']"
7250,La Última Fiesta,"['Leandro Mark', ' Nicolás Silbert']","['Nicolás Vázquez', ' Alan Sabbagh', ' Benjamín Amadeo', ' Eva De Dominici', ' César Bordón', ' Julian Kartun', ' Paula Carruega', ' Luciano Rossi', ' Ezequiel Campa']","['Comedies', ' International Movies']"
7251,LA 92,"['Daniel Lindsay', ' T.J. Martin']",,['Documentaries']
7252,La Bamba,['Luis Valdez'],"['Lou Diamond Phillips', ' Esai Morales', ' Rosanna DeSoto', ' Elizabeth Peña', ' Danielle von Zerneck', ' Joe Pantoliano', ' Rick Dees', ' Marshall Crenshaw', ' Howard Huntsberry', ' Brian Setzer']","['Classic Movies', ' Dramas', ' Music & Musicals']"
7253,La Coppia dei Campioni,['Giulio Base'],"['Massimo Boldi', ' Massimiliano Tortora', ' Anna Maria Barbera', ' Massimo Ceccherini', ' Pia Lanciotti', ' Flora Canto']","['Comedies', ' International Movies']"
7259,Laal Rang,['Syed Ahmad Afzal'],"['Randeep Hooda', ' Piaa Bajpai', ' Jaihind Kumar', ' Akshay Oberoi', ' Rajneesh Duggal', ' Ashutosh Kaushik', ' Meenakshi Dixit', ' Shreya Narayan', ' Rajendra Sethi']","['Dramas', ' International Movies', ' Thrillers']"
7260,Laddaland,['Sopon Sukdapisit'],"['Saharat Sangkapreecha', ' Pok Piyatida Woramusik', ' Sutatta Udomsilp', ' Athipich Chutiwatkajornchai', ' Deuntem Salitul', ' Sahajak Boonthanakit']","['Horror Movies', ' International Movies']"
7261,Lady Bloodfight,['Chris Nahon'],"['Amy Johnston', ' Muriel Hofmann', ' Jenny Wu', ' Kathy Wu', ' Jet Tranter', ' Mayling Ng']",['Action & Adventure']
7262,Lady in the Water,['M. Night Shyamalan'],"['Paul Giamatti', ' Bryce Dallas Howard', ' Jeffrey Wright', ' Bob Balaban', ' Sarita Choudhury', ' Cindy Cheung', ' M. Night Shyamalan', ' Freddy Rodríguez', ' Bill Irwin', ' Mary Beth Hurt']","['Sci-Fi & Fantasy', ' Thrillers']"
7263,Lady-Like,,"['Allie Gallerani', "" Beverly D'Angelo"", ' Olivia Luccardi', ' Stephanie Simbari', ' Nick Clark', ' Brian Wiles']","['Comedies', ' Independent Movies']"
7265,Lalbaug Parel: Zali Mumbai Sonyachi,['Mahesh Manjrekar'],"['Sachin Khedekar', ' Seema Biswas', ' Ankush Chaudhari', ' Satish Kaushik', ' Siddarth Jadhav', ' Shashank Shende', ' Sameer Dharmadhikari', ' Karan Patel', ' Veena Jamkar', ' Kashmira Shah']","['Dramas', ' International Movies']"
7267,Larceny,['R. Ellis Frazier'],"['Dolph Lundgren', ' Corbin Bernsen', ' Louis Mandylor', ' Isaac C. Singleton Jr.', ' Jocelyn Osorio', ' Eddie J. Fernandez', ' David Fernandez Jr.', ' Mauricio Mendoza', ' Steven Dell', ' Luis Gatica']",['Action & Adventure']
7269,Last Ferry,['Jaki Bradley'],"['Ramón O. Torres', ' Sheldon Best', ' Myles Clohessy', ' Larry Owens', ' Gabriel Sloyer']","['Dramas', ' Independent Movies', ' LGBTQ Movies']"
7270,Last Knights,['Kazuaki Kiriya'],"['Clive Owen', ' Morgan Freeman', ' Cliff Curtis', ' Aksel Hennie', ' Peyman Moaadi', ' Ayelet Zurer', ' Shohreh Aghdashloo', ' Tsuyoshi Ihara', ' Ahn Sung-kee']",['Action & Adventure']
7271,Last Night,['Massy Tadjedin'],"['Keira Knightley', ' Sam Worthington', ' Guillaume Canet', ' Eva Mendes', ' Griffin Dunne', ' Anson Mount', ' Stephanie Romanov', ' Scott Adsit', ' Daniel Eric Gold']","['Dramas', ' Independent Movies', ' Romantic Movies']"
7272,Le K Benzema,"['Damien Piscarel', ' Florent Bodin']",['Karim Benzema'],"['Documentaries', ' International Movies', ' Sports Movies']"
7273,Le serment des Hitler,['Emmanuel Amara'],,"['Documentaries', ' International Movies']"
7274,Leap Year,['Anand Tucker'],"['Amy Adams', ' Matthew Goode', ' Adam Scott', ' John Lithgow', "" Noel O'Donovan"", ' Tony Rohr', ' Pat Laffan', ' Alan Devlin', ' Ian McElhinney', ' Dominique McElligott']","['Comedies', ' Romantic Movies']"
7275,LeapFrog: Letter Factory,['Roy Allen Smith'],"['Joey Camen', ' Marie Danielle', ' Mark Cacciatore', ' Dave Fennoy', ' Debi Derryberry']",['Children & Family Movies']
